id,name,pharmacy_name_main,description,region,address,latitude,longitude,contact_phone,pharmacy_tel,pharmacy_mob,all_phones,is_duty_24h,has_optika,has_optika_service,insurance_partners,image_url,thumb_image,gallery_images,gallery_count,google_maps_url,page_url
109,AZERİMED APTEK 3-cü mkr. S.C.Pişəvəri küç.,AZERİMED APTEK 3-cü mkr. S.C.Pişəvəri küç.,"AZERİMED APTEK 3-cü mkr. S.C.Pişəvəri küç., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Binəqədi rayonu,"Baki ş., Binəqədi r-nu, C.Pişəvəri küç., 3245-ci məhəllə",40.42,49.818,994125688525,994125688525,994554559065,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/550_1.png,thumb_550_1.png,,0,"https://www.google.com/maps?q=40.42,49.818",https://aptekonline.az/pharmacies/109
13,ZƏFƏRAN XƏTAİ,ZƏFƏRAN XƏTAİ,"ZƏFƏRAN XƏTAİ, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Xətai rayonu,Bakı ş. Mehti Mehtizadə və Yusif Səfərov küç.nin kəsişməsi,40.38,49.864,994554558801,994554558801,994554558801,*7700,1,1,1,Xalq sığorta; Ata sığorta; Mega sığorta; Atəşgah sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/z_f_ran_x_ta__img.jpg,thumb_z_f_ran_x_ta__img.jpg,,0,"https://www.google.com/maps?q=40.38,49.864",https://aptekonline.az/pharmacies/13
8,KANON M.Mirqasımov küç 2,KANON M.Mirqasımov küç 2,"KANON M.Mirqasımov küç 2, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nəsimi rayonu,Bakı ş. Nəsimi r-nu A.Mirqasımov 2,40.394,49.835,994124494664,994124494664,994554558539,*7700,0,1,1,Xalq sığorta; Ata sığorta; Mega sığorta; Paşa sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/kanon_m_mirqas_mov_k_2_img.png,thumb_100_1.png,,0,"https://www.google.com/maps?q=40.394,49.835",https://aptekonline.az/pharmacies/8
105,ZƏFƏRAN Əhməd Rəcəbli 1/11 Sağlam Ailənin yanı,ZƏFƏRAN Əhməd Rəcəbli 1/11 Sağlam Ailənin yanı,"ZƏFƏRAN Əhməd Rəcəbli 1/11 Sağlam Ailənin yanı, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nərimanov rayonu,"Bakı ş, Nərimanov r-nu, Maqsud Əlizadə və Əhməd Rəcəbli küçələrinin kəsişməsi",40.409,49.863,994554555820,994554555820,994554555820,*7700,1,1,1,Xalq sığorta; Paşa sığorta; Qala sığorta,https://aptekonline.az//storage/PharmacyGalery/z_f_ran_hm_d_r_c_bli_1_11_sa_lam_ail_nin_yan__img.jpg,thumb_z_f_ran_hm_d_r_c_bli_1_11_sa_lam_ail_nin_yan__img.jpg,,0,"https://www.google.com/maps?q=40.409,49.863",https://aptekonline.az/pharmacies/105
9,ZƏFƏRAN H.Əliyev pr. (Ağdam),ZƏFƏRAN H.Əliyev pr. (Ağdam),"ZƏFƏRAN H.Əliyev pr. (Ağdam), Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Ağdam,Ağdam r-nu Quzanlı qəs. II Yüzbaşlı,40.157,47.162,994263250659,994263250659,994554558162,*7700,0,0,0,Xalq sığorta; Ata sığorta; Mega sığorta,https://aptekonline.az//storage/PharmacyGalery/aU6dPnG6XNR0sA0bvPtWxgCFABUGShoDrqsImlg5.png,thumb_aU6dPnG6XNR0sA0bvPtWxgCFABUGShoDrqsImlg5.png,,0,"https://www.google.com/maps?q=40.157,47.162",https://aptekonline.az/pharmacies/9
15,ZƏFƏRAN Z.Qasımov pr. Sahil qəs.,ZƏFƏRAN Z.Qasımov pr. Sahil qəs.,"ZƏFƏRAN Z.Qasımov pr. Sahil qəs., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Qaradağ rayonu,Bakı ş. Sahil qəs. Emin Quliyev küç.  Ev A mən 11-n yax,40.225,49.577,994124466433,994124466433,994554558167,*7700,0,0,0,Xalq sığorta; Ata sığorta; Mega sığorta; Paşa sığorta; Atəşgah sığorta; Qala sığorta,https://aptekonline.az//storage/PharmacyGalery/625_1.png,thumb_625_1.png,,0,"https://www.google.com/maps?q=40.225,49.577",https://aptekonline.az/pharmacies/15
19,KANON Ş.Məmmədova küç 6E,KANON Ş.Məmmədova küç 6E,"KANON Ş.Məmmədova küç 6E, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Binəqədi rayonu,Bakı ş. Binəqədi r-nu Ş.Məmmədova 6 E,40.421,49.847,994125626116,994125626116,994554558546,*7700,1,1,1,Xalq sığorta; Ata sığorta; Mega sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/110_1.png,thumb_110_1.png,,0,"https://www.google.com/maps?q=40.421,49.847",https://aptekonline.az/pharmacies/19
14,ZƏFƏRAN M.Seyidov küç. Sahil qəs.,ZƏFƏRAN M.Seyidov küç. Sahil qəs.,"ZƏFƏRAN M.Seyidov küç. Sahil qəs., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Qaradağ rayonu,Bakı ş. Sahil qəs. Məhərrəm Seyidov küç.,40.23,49.582,994124469799,994124469799,994554559093,*7700,0,0,0,Xalq sığorta; Ata sığorta; Mega sığorta; Paşa sığorta; Atəşgah sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/615_1.png,thumb_615_1.png,,0,"https://www.google.com/maps?q=40.23,49.582",https://aptekonline.az/pharmacies/14
21,KANON 7-Cİ MKR S.S.Axundov,KANON 7-Cİ MKR S.S.Axundov,"KANON 7-Cİ MKR S.S.Axundov, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Binəqədi rayonu,Bakı ş. Binəqədi r-nu Süleyman Sani Axundov küç. ev ½ 7 mkr,40.426,49.848,994125617409,994125617409,994554558124,*7700,None,0,0,,https://aptekonline.az//storage/PharmacyGalery/kanon_7_c_mkr_s_s_axundov_img_1728301250.jpg,thumb_kanon_7_c_mkr_s_s_axundov_img_1728301250.jpg,,0,"https://www.google.com/maps?q=40.426,49.848",https://aptekonline.az/pharmacies/21
20,KANON 9-CU MKR Mir Cəlal küç.,KANON 9-CU MKR Mir Cəlal küç.,"KANON 9-CU MKR Mir Cəlal küç., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Binəqədi rayonu,Bakı ş. 9 mkr Mir Cəlal küç. ev 11 m 56,40.414,49.805,994124304317,994124304317,994554558473,*7700,None,0,0,,https://aptekonline.az//storage/PharmacyGalery/kanon_9_cu_mkr_mir_c_lal_k__img_1728301553.jpg,thumb_210_1.png,,0,"https://www.google.com/maps?q=40.414,49.805",https://aptekonline.az/pharmacies/20
22,KANON BİNƏQƏDİ Mir Cəlal küç. Bolmart-ın yanı,KANON BİNƏQƏDİ Mir Cəlal küç. Bolmart-ın yanı,"KANON BİNƏQƏDİ Mir Cəlal küç. Bolmart-ın yanı, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Binəqədi rayonu,Bakı ş. Binəqədi r-nu Mir Cəlal küç. 72,40.421,49.815,994125604720,994125604720,994554558574,*7700,0,0,0,Xalq sığorta; Mega sığorta; Paşa sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/290_1.png,thumb_290_1.png,,0,"https://www.google.com/maps?q=40.421,49.815",https://aptekonline.az/pharmacies/22
23,KANON A.Məhərrəmov küç.,KANON A.Məhərrəmov küç.,"KANON A.Məhərrəmov küç., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nəsimi rayonu,Bakı ş. Nəsimi r-nu A Məhərrəmov küç. 66 A,40.411,49.805,994124301374,994124301374,994554558410,*7700,None,1,1,,https://aptekonline.az//storage/PharmacyGalery/kanon_a_m_h_rr_mov_k__img_1728302164.jpg,thumb_kanon_a_m_h_rr_mov_k__img_1728302164.jpg,,0,"https://www.google.com/maps?q=40.411,49.805",https://aptekonline.az/pharmacies/23
24,AZERİMED APTEK 8-ci mkr. C.Xəndan küç.150,AZERİMED APTEK 8-ci mkr. C.Xəndan küç.150,"AZERİMED APTEK 8-ci mkr. C.Xəndan küç.150, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Binəqədi rayonu,"Bakı ş.  Binəqədi  r-nu 8-ci mkr, Cəfər Xəndan küç. 3066-cı məhəllə",40.417,49.838,994124363154,994124363154,994554558568,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/azer_med_aptek_8_ci_mkr_c_x_ndan_k_150_img.jpg,thumb_azer_med_aptek_8_ci_mkr_c_x_ndan_k_150_img.jpg,,0,"https://www.google.com/maps?q=40.417,49.838",https://aptekonline.az/pharmacies/24
29,AZERİMED APTEK Ağa Nemətulla küç.211B,AZERİMED APTEK Ağa Nemətulla küç.211B,"AZERİMED APTEK Ağa Nemətulla küç.211B, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nərimanov rayonu,"Bakı ş.  Nərimanov  r-nu,  Ağa  Neymətulla  küç.  63",40.408,49.868,994125648786,994125648786,994554555832,*7700,0,1,1,Xalq sığorta; Ata sığorta; Mega sığorta; Paşa sığorta; Qala sığorta,https://aptekonline.az//storage/PharmacyGalery/420_1.png,thumb_420_1.png,,0,"https://www.google.com/maps?q=40.408,49.868",https://aptekonline.az/pharmacies/29
26,ZƏFƏRAN MƏRDƏKAN,ZƏFƏRAN MƏRDƏKAN,"ZƏFƏRAN MƏRDƏKAN, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Xəzər rayonu,Bakı ş. Mərdəkan qəs. avtovağzal ərazisi,40.487,50.165,994124548289,994124548289,994554559078,*7700,0,0,0,Xalq sığorta; Ata sığorta; Mega sığorta; Paşa sığorta; Atəşgah sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/685_1.png,thumb_685_1.png,,0,"https://www.google.com/maps?q=40.487,50.165",https://aptekonline.az/pharmacies/26
27,AZERİMED APTEK Təbriz küç.23D,AZERİMED APTEK Təbriz küç.23D,"AZERİMED APTEK Təbriz küç.23D, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nərimanov rayonu,Baki ş. Təbriz küç. 17,40.388,49.852,994125410521,994125410521,994554558564,*7700,None,0,0,Ata sığorta; Mega sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/azer_med_aptek_t_briz_k_23d_img_1728301632.jpg,thumb_azer_med_aptek_t_briz_k_23d_img_1728301632.jpg,,0,"https://www.google.com/maps?q=40.388,49.852",https://aptekonline.az/pharmacies/27
33,KANON ƏCƏMİ,KANON ƏCƏMİ,"KANON ƏCƏMİ, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nəsimi rayonu,Bakı ş. Nəsimi r-nu 3018 məhəllə Hüseynbala Əliyev küç 3018 məh. 26a,40.412,49.821,994125690837,994125690837,994554558570,*7700,1,1,1,,https://aptekonline.az//storage/PharmacyGalery/120_1.png,thumb_120_1.png,,0,"https://www.google.com/maps?q=40.412,49.821",https://aptekonline.az/pharmacies/33
30,AZERİMED APTEK Asif Məmmədov 30,AZERİMED APTEK Asif Məmmədov 30,"AZERİMED APTEK Asif Məmmədov 30, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nərimanov rayonu,Bakı ş. Nərimanov r-nu Asif Məmmədov 30D,40.394,49.881,994125144825,994125144825,994554558143,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/j7MjLo5PDcHzJ9SkQts3UFwPNFLdQHwDrHNjOhzk.jpeg,thumb_j7MjLo5PDcHzJ9SkQts3UFwPNFLdQHwDrHNjOhzk.jpeg,,0,"https://www.google.com/maps?q=40.394,49.881",https://aptekonline.az/pharmacies/30
295,KANON Ə.Naxçıvani,KANON Ə.Naxçıvani,"KANON Ə.Naxçıvani, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Binəqədi rayonu,"Baki Bineqedi 8 mkr ,Əcəmi Naxcivani",40.416,49.838,994559007570,994559007570,994559007570,*7700,None,0,0,,https://aptekonline.az//storage/PharmacyGalery/kanon_nax_vani_img_1728301418.jpg,thumb_kanon_nax_vani_img_1728301418.jpg,,0,"https://www.google.com/maps?q=40.416,49.838",https://aptekonline.az/pharmacies/295
34,AZERİMED APTEK Hüseynbala Əliyev küç. 24 A,AZERİMED APTEK Hüseynbala Əliyev küç. 24 A,"AZERİMED APTEK Hüseynbala Əliyev küç. 24 A, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nəsimi rayonu,"Bakı ş. Nəsimi r-nu Heydər Əliyev ev 4, m18",40.411,49.817,994124300014,994124300014,994554558785,*7700,0,0,0,Xalq sığorta; Ata sığorta; Mega sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/260_1.png,thumb_260_1.png,,0,"https://www.google.com/maps?q=40.411,49.817",https://aptekonline.az/pharmacies/34
35,AZERİMED APTEK C.Səlimov küç.7,AZERİMED APTEK C.Səlimov küç.7,"AZERİMED APTEK C.Səlimov küç.7, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nəsimi rayonu,Bakı ş.  Nəsimi  r-nu  Ceyhun Səlimov  küç. 7,40.401,49.822,994125303939,994125303939,994554558182,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/azer_med_aptek_c_s_limov_k_7_img.jpg,thumb_azer_med_aptek_c_s_limov_k_7_img.jpg,,0,"https://www.google.com/maps?q=40.401,49.822",https://aptekonline.az/pharmacies/35
195,AZERİMED APTEK Ə.Haqverdiyev küç.11,AZERİMED APTEK Ə.Haqverdiyev küç.11,"AZERİMED APTEK Ə.Haqverdiyev küç.11, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Yasamal rayonu,"Bakı şəhəri , Yasamal rayounu, Haqverdiyev ev 11",40.38,49.819,994125392052,994125392052,994554555816,*7700,None,1,1,Xalq sığorta; Qala sığorta,https://aptekonline.az//storage/PharmacyGalery/azer_med_aptek_haqverdiyev_k_11_img_1738934627.jpg,thumb_azer_med_aptek_haqverdiyev_k_11_img_1738934627.jpg,,0,"https://www.google.com/maps?q=40.38,49.819",https://aptekonline.az/pharmacies/195
37,ZƏFƏRAN S.VURĞUN 108,ZƏFƏRAN S.VURĞUN 108,"ZƏFƏRAN S.VURĞUN 108, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nəsimi rayonu,"Bakı  ş., Nəsimi  ray Səməd Vurğun 108",40.392,49.835,994124415646,994124415646,994554558173,*7700,0,0,0,Xalq sığorta; Ata sığorta; Mega sığorta; Qala sığorta,https://aptekonline.az//storage/PharmacyGalery/z_f_ran_s_vur_un_108_img.jpg,thumb_z_f_ran_s_vur_un_108_img.jpg,,0,"https://www.google.com/maps?q=40.392,49.835",https://aptekonline.az/pharmacies/37
199,KANON 4-cü mkr. M.Xələfov küç. (Gəncə),KANON 4-cü mkr. M.Xələfov küç. (Gəncə) ,"KANON 4-cü mkr. M.Xələfov küç. (Gəncə) , Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Kəpəz (Gəncə),"Gəncə şəh. 4mkr-n M.Xələfov küçəsi, A,S.üzbə-üz",40.696,46.38,994222550080,994222550080,994554558195,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/ynuBxN5cih0QMIp1efInGThC6jfkxwX5e3JfnyVJ.png,thumb_ynuBxN5cih0QMIp1efInGThC6jfkxwX5e3JfnyVJ.png,,0,"https://www.google.com/maps?q=40.696,46.38",https://aptekonline.az/pharmacies/199
39,AZERİMED APTEK Q.Qarayev pr.26,AZERİMED APTEK Q.Qarayev pr.26,"AZERİMED APTEK Q.Qarayev pr.26, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Nizami rayonu,Bakı ş.  Q.Qarayev prospekti ev. 26 menzil 15,40.418,49.934,994123234364,994123234364,994554558597,*7700,0,0,0,Xalq sığorta; Ata sığorta; Mega sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/440_1.png,thumb_440_1.png,,0,"https://www.google.com/maps?q=40.418,49.934",https://aptekonline.az/pharmacies/39
201,KANON Fətəli Xan küç. (Quba),KANON Fətəli Xan küç. (Quba),"KANON Fətəli Xan küç. (Quba), Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Quba,Quba rayonu Fətəli Xan Xoyski küç,41.358,48.495,994233352567,994233352567,994554558190,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/M4hsnfq9KSiMQ8NjLwEmO86MHPH9Tlx1wPwY5tdb.png,thumb_M4hsnfq9KSiMQ8NjLwEmO86MHPH9Tlx1wPwY5tdb.png,,0,"https://www.google.com/maps?q=41.358,48.495",https://aptekonline.az/pharmacies/201
40,KANON M.Fətəliyev küç. Bakıxanov qəs.,KANON M.Fətəliyev küç. Bakıxanov qəs.,"KANON M.Fətəliyev küç. Bakıxanov qəs., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Sabunçu rayonu,"Bakı ş. Sabunçu r-nu Bakıxanov qəs. Muxtar Fətəliyev küç. 32, mənzil 2.",40.42,49.964,994124281274,994124281274,994554559084,*7700,None,1,1,,https://aptekonline.az//storage/PharmacyGalery/kanon_m_f_t_liyev_k_bak_xanov_q_s__img_1728303274.jpg,thumb_kanon_m_f_t_liyev_k_bak_xanov_q_s__img_1728303274.jpg,,0,"https://www.google.com/maps?q=40.42,49.964",https://aptekonline.az/pharmacies/40
200,KANON GƏNCƏ İcra hakim.-nin arxası (Gəncə),KANON GƏNCƏ İcra hakim.-nin arxası (Gəncə),"KANON GƏNCƏ İcra hakim.-nin arxası (Gəncə), Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Nizami (Gəncə),Gəncə şəh. Həsən Əliyev küç 84-86,40.678,46.357,994222565339,994222565339,994554558928,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/oieloMOKuOt00Xu7M89WN3kWOKsLS1voFWcEHq5W.png,thumb_oieloMOKuOt00Xu7M89WN3kWOKsLS1voFWcEHq5W.png,,0,"https://www.google.com/maps?q=40.678,46.357",https://aptekonline.az/pharmacies/200
42,AZERİMED APTEK Sülh küç.1D Bakıxanov qəs.,AZERİMED APTEK Sülh küç.1D Bakıxanov qəs.,"AZERİMED APTEK Sülh küç.1D Bakıxanov qəs., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Sabunçu rayonu,Bakı ş. Sabunçu r-nu Bakıxanov qəs. Sülh küç. 1D,40.418,49.96,994124296651,994124296651,994554558572,*7700,None,1,1,Xalq sığorta; Ata sığorta; Mega sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/azer_med_aptek_s_lh_k_1d_bak_xanov_q_s__img_1728303144.jpg,thumb_azer_med_aptek_s_lh_k_1d_bak_xanov_q_s__img_1728303144.jpg,,0,"https://www.google.com/maps?q=40.418,49.96",https://aptekonline.az/pharmacies/42
208,KANON Yeni Yasamal Ə.Əhmədov,KANON Yeni Yasamal Ə.Əhmədov,"KANON Yeni Yasamal Ə.Əhmədov, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Yasamal rayonu,"Bakı şəhəri Yeni Yasamal massivi, bina 2",40.389,49.787,994125058239,994125058239,994554558113,*7700,0,1,1,Xalq sığorta; Ata sığorta; Qala sığorta,https://aptekonline.az//storage/PharmacyGalery/kanon_yeni_yasamal_hm_dov_img.jpg,thumb_kanon_yeni_yasamal_hm_dov_img.jpg,,0,"https://www.google.com/maps?q=40.389,49.787",https://aptekonline.az/pharmacies/208
43,AZERİMED APTEK Ş.Kamilov küç.15/74 Bakıxanov qəs.,AZERİMED APTEK Ş.Kamilov küç.15/74 Bakıxanov qəs.,"AZERİMED APTEK Ş.Kamilov küç.15/74 Bakıxanov qəs., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Sabunçu rayonu,"Bakı ş. Sabunçu r-nu Şamil Kamilov ev.15/74, mərt.1",40.413,49.969,994124294071,994124294071,994554558567,*7700,None,0,0,,https://aptekonline.az//storage/PharmacyGalery/azer_med_aptek_kamilov_k_15_74_bak_xanov_q_s__img_1728303259.jpg,thumb_azer_med_aptek_kamilov_k_15_74_bak_xanov_q_s__img_1728303259.jpg,,0,"https://www.google.com/maps?q=40.413,49.969",https://aptekonline.az/pharmacies/43
44,ZƏFƏRAN Gənclər küç. Bakıxanov qəs.,ZƏFƏRAN Gənclər küç. Bakıxanov qəs.,"ZƏFƏRAN Gənclər küç. Bakıxanov qəs., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Sabunçu rayonu,"Bakı  ş.  Sabunçu ray, Bakıxanov qəs",40.411,49.969,994124289603,994124289603,994554558172,*7700,0,0,0,Ata sığorta; Atəşgah sığorta,https://aptekonline.az//storage/PharmacyGalery/375_1.png,thumb_375_1.png,,0,"https://www.google.com/maps?q=40.411,49.969",https://aptekonline.az/pharmacies/44
122,AZERİMED APTEK  Bağlar mas.520 Xaşa-Xuna qəs.,AZERİMED APTEK  Bağlar mas.520 Xaşa-Xuna qəs.,"AZERİMED APTEK  Bağlar mas.520 Xaşa-Xuna qəs., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Xəzər rayonu,"Bakı ş, Xəzər r, Xaşa-Xuna Qəs. Bağlar  ev 520",40.428,50.21,994124594255,994124594255,994554558149,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/650_1.png,thumb_650_1.png,,0,"https://www.google.com/maps?q=40.428,50.21",https://aptekonline.az/pharmacies/122
123,ZƏFƏRAN H.Hüseynov küç. 8-ci MKR,ZƏFƏRAN H.Hüseynov küç. 8-ci MKR,"ZƏFƏRAN H.Hüseynov küç. 8-ci MKR, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Binəqədi rayonu,"Bakı ş, Binəqədi r, Heydər Hüseynov ev 13 - ün yanı, 77 saylı mağaza",40.418,49.838,994125633541,994125633541,994554559061,*7700,None,0,0,Qala sığorta,https://aptekonline.az//storage/PharmacyGalery/z_f_ran_h_h_seynov_k_8_ci_mkr_img_1728301302.jpg,thumb_z_f_ran_h_h_seynov_k_8_ci_mkr_img_1728301302.jpg,,0,"https://www.google.com/maps?q=40.418,49.838",https://aptekonline.az/pharmacies/123
46,AZERİMED APTEK  Ə.Cavad küç.22,AZERİMED APTEK  Ə.Cavad küç.22,"AZERİMED APTEK  Ə.Cavad küç.22, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Səbail rayonu,Bakı ş. Səbail r-nu Əhməd Cavad küç. 22,40.37,49.834,994124922317,994124922317,994554558537,*7700,None,0,0,Xalq sığorta; Ata sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/azer_med_aptek_cavad_k_22_img_1728302979.jpg,thumb_azer_med_aptek_cavad_k_22_img_1728302979.jpg,,0,"https://www.google.com/maps?q=40.37,49.834",https://aptekonline.az/pharmacies/46
51,KANON ƏHMƏDLİ Məhəmməd Hadi,KANON ƏHMƏDLİ Məhəmməd Hadi,"KANON ƏHMƏDLİ Məhəmməd Hadi, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Xətai rayonu,Baki şəhəri Xətai rayonu Məhəmməd Hadi küçəsi 41,40.384,49.954,994123760361,994123760361,994554558578,*7700,None,1,1,Xalq sığorta; Ata sığorta; Mega sığorta; Paşa sığorta; Qala sığorta; A-group,https://aptekonline.az//storage/PharmacyGalery/kanon_hm_dl_m_h_mm_d_hadi_img_1728304130.jpg,thumb_kanon_hm_dl_m_h_mm_d_hadi_img_1728304130.jpg,,0,"https://www.google.com/maps?q=40.384,49.954",https://aptekonline.az/pharmacies/51
110,AZERİMED APTEK 28 May küç.14A Lökbatan qəs.,AZERİMED APTEK 28 May küç.14A Lökbatan qəs.,"AZERİMED APTEK 28 May küç.14A Lökbatan qəs., Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Qaradağ rayonu,"Qaradağ r-nu, Lökbatan qəs., 28 may küç, 14a.",40.322,49.732,994124450135,994124450135,994554558129,*7700,0,0,0,,https://aptekonline.az//storage/PharmacyGalery/580_1.png,thumb_580_1.png,,0,"https://www.google.com/maps?q=40.322,49.732",https://aptekonline.az/pharmacies/110
52,AZERİMED APTEK Sarayevo küç.18,AZERİMED APTEK Sarayevo küç.18,"AZERİMED APTEK Sarayevo küç.18, Siz sayt və mobil tətbiq vasitəsilə dərman sifariş edə bilərsiniz. Dərman çatdırılma xidməti.",Bakı şəhəri Xətai rayonu,Bakı şəhəri Xətai  rayonu Sarayevo küçəsi ev 18,40.386,49.959,994123760691,994123760691,994554558717,*7700,0,0,0,Paşa sığorta,https://aptekonline.az//storage/PharmacyGalery/azer_med_aptek_sarayevo_k_18_img.jpg,thumb_azer_med_aptek_sarayevo_k_18_img.jpg,,0,"https://www.google.com/maps?q=40.386,49.959",https://aptekonline.az/pharmacies/52
